timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
19:36:29,192.168.68.103,99.86.182.59,TCP,57381,443,213
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,54
19:36:29,192.168.68.103,99.86.182.59,TCP,57381,443,215
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,620
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:29,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:29,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:29,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:29,192.168.68.103,99.86.182.59,TCP,57381,443,89
19:36:29,99.86.182.59,192.168.68.103,TCP,443,57381,1494
