timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
21:28:12,192.168.68.105,239.255.255.250,UDP,40098,15600,77
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,458
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1060
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
21:28:12,192.168.68.103,172.64.155.209,TCP,56277,443,1454
