timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
19:36:57,,,OTHER,,,104
19:36:57,,,OTHER,,,103
19:36:57,192.168.68.103,99.86.182.59,TCP,57381,443,215
19:36:57,192.168.68.103,49.205.72.130,UDP,54161,53,87
19:36:57,192.168.68.103,99.86.182.59,TCP,57381,443,213
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,54
19:36:57,49.205.72.130,192.168.68.103,UDP,53,54161,227
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,54
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,815
19:36:57,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:57,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,192.168.68.103,99.86.182.59,TCP,57381,443,54
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,620
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
19:36:57,99.86.182.59,192.168.68.103,TCP,443,57381,1494
