timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,252
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1144
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1142
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,246
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1118
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1108
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,251
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1013
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1009
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1094
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1094
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1094
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1094
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1094
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1094
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1088
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,253
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1052
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1052
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1052
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1052
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1052
19:54:36,49.37.201.97,192.168.68.103,UDP,43106,54593,1049
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
19:54:36,192.168.68.103,49.37.201.97,UDP,54593,43106,1120
