timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1139
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1130
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,192.168.68.100,224.0.0.251,UDP,5353,5353,100
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1065
19:50:05,49.37.201.97,192.168.68.103,UDP,43106,54593,1060
19:50:05,,,OTHER,,,120
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
19:50:05,192.168.68.103,49.37.201.97,UDP,54593,43106,1154
