timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,,,OTHER,,,90
20:42:36,192.168.68.103,224.0.0.22,IP,,,54
20:42:36,192.168.68.105,192.168.68.255,UDP,39105,15600,77
20:42:36,192.168.68.103,104.18.32.47,TCP,12652,443,55
20:42:36,104.18.32.47,192.168.68.103,TCP,443,12652,70
20:42:36,104.18.39.21,192.168.68.103,TCP,443,39411,82
20:42:36,192.168.68.103,104.18.39.21,TCP,39411,443,82
20:42:36,104.18.39.21,192.168.68.103,TCP,443,39411,58
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,,,OTHER,,,78
20:42:36,192.168.68.105,192.168.68.255,UDP,34622,15600,77
20:42:36,192.168.68.1,192.168.68.103,ARP,,,60
20:42:36,192.168.68.103,192.168.68.1,ARP,,,42
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,192.168.68.105,239.255.255.250,UDP,51812,15600,77
20:42:36,192.168.68.105,192.168.68.255,UDP,37446,15600,77
20:42:36,192.168.68.103,192.168.56.101,TCP,39419,1514,66
20:42:36,192.168.68.103,192.168.56.101,TCP,39419,1514,66
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,192.168.68.103,142.251.10.188,TCP,63532,5228,55
20:42:36,142.251.10.188,192.168.68.103,TCP,5228,63532,70
20:42:36,192.168.68.103,192.168.56.101,TCP,39419,1514,66
20:42:36,192.168.68.105,239.255.255.250,UDP,57513,15600,77
20:42:36,192.168.68.105,192.168.68.255,UDP,55942,15600,77
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,192.168.68.103,192.168.56.101,TCP,39419,1514,66
20:42:36,,,OTHER,,,78
20:42:36,192.168.68.103,172.64.155.209,TCP,14686,443,55
20:42:36,172.64.155.209,192.168.68.103,TCP,443,14686,70
20:42:36,104.18.39.21,192.168.68.103,TCP,443,39411,82
20:42:36,192.168.68.103,104.18.39.21,TCP,39411,443,82
20:42:36,104.18.39.21,192.168.68.103,TCP,443,39411,58
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,192.168.68.105,192.168.68.255,UDP,57955,15600,77
20:42:36,192.168.68.103,35.190.80.1,TCP,43184,443,55
20:42:36,35.190.80.1,192.168.68.103,TCP,443,43184,70
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,431
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,440
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,503
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,499
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,479
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,511
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,495
20:42:36,192.168.68.1,239.255.255.250,UDP,51516,1900,495
20:42:36,,,OTHER,,,473
20:42:36,,,OTHER,,,482
20:42:36,,,OTHER,,,545
20:42:36,,,OTHER,,,541
20:42:36,,,OTHER,,,521
20:42:36,,,OTHER,,,553
20:42:36,,,OTHER,,,535
20:42:36,,,OTHER,,,537
20:42:36,,,OTHER,,,537
20:42:36,,,OTHER,,,78
20:42:36,192.168.68.103,192.168.56.101,TCP,39419,1514,66
20:42:36,192.168.68.105,239.255.255.250,UDP,50329,15600,77
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,192.168.68.1,192.168.68.100,ARP,,,60
20:42:36,192.168.68.105,192.168.68.255,UDP,58209,15600,77
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,,,OTHER,,,54
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,171
20:42:36,,,OTHER,,,78
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,66
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
20:42:36,192.168.68.103,192.168.68.105,TCP,31676,8009,54
20:42:36,192.168.68.105,192.168.68.103,TCP,8009,31676,171
