timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,167
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1146
19:55:34,192.168.68.103,49.37.201.97,UDP,54593,43106,1138
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
19:55:34,49.37.201.97,192.168.68.103,UDP,43106,54593,999
